class,conversation,augmented_conversation
일반 대화,다음 주에 민철이 퇴사하잖아. <LF> 응. 갑자기라 놀랐어. <LF> 송별회는 열기로 했대? <LF> 응. 팀원끼리 저녁 먹기로 했어. <LF> 장소는 어디야? <LF> 회사 근처 삼계탕 집. <LF> 선물도 준비하자. <LF> 좋은 생각이야. 뭘 좋아할까? <LF> 텀블러 어때? 실용적이잖아. <LF> 좋다. 편지까지 써서 주자. <LF> 민철이랑 정 들었는데 아쉽다. <LF> 그래도 잘되길 응원하자.,다음 주에 민철이 퇴사하잖아. <LF> 응. 갑자기라 놀랐어. <LF> 송별는 열기로 했대? <LF> 응. 팀원끼리 저녁 먹기로 했어. <LF> 장소는 야? <LF> 회사 근처 삼계탕 집. <LF> 선물도 준비하자. <LF> 좋은 생각이야. 뭘 ? <LF> 텀블러 어때? 실용적이. <LF> 좋다. 편지까지 써서 주자. <LF> 민철이랑 정 아쉽다. <LF> 그래도 잘 하자.
일반 대화,커피 취향이 뭐야? <LF> 나는 진한 아메리카노 좋아해. <LF> 나는 라떼파야. 부드러운 게 좋아. <LF> 요즘은 콜드브루도 인기더라. <LF> 맞아. 산미 있는 원두 좋아해? <LF> 난 좀 고소한 쪽이 좋아. <LF> 그럼 다음엔 네가 추천해줘. <LF> 좋아. 회사 근처 카페 많더라. <LF> 같이 한번 투어하자. <LF> 그럼 내일 점심시간에 나가볼까? <LF> 다음엔 네가 좋아하는 커피도 시도해볼게. <LF> 이런 취향 공유 좋다.,커피 취향이 뭐야 <LF> 나는 진한 아메리카노 좋아해.나는 라떼파야. 부드러운 게 좋아. <LF> 요즘은 브루도 인기더라. <LF> . 산미 원두 좋아해? <LF>  좀 고소한 쪽이 좋아. <LF> 그럼 다음엔 네가 추천해줘 <LF> 좋아. 회사 근처 카페 많더라. <LF> 같이 한번 투어하자. <LF> 그럼 내일 점심시간에 나가볼까? <LF> 다음엔 가 좋아하는 커피도 시도해볼게. <LF> 이런 취향 공유 좋다.
일반 대화,어제 야근하고 몇 시에 퇴근했어? <LF> 밤 11시 넘어서였어. <LF> 택시 탔어? <LF> 응. 너무 피곤해서 걸을 힘도 없었어. <LF> 오늘 컨디션 어때? <LF> 조금 피곤하긴 해. <LF> 점심 때 잠깐 쉬어. <LF> 응. 커피 한잔 마시고 올게. <LF> 요즘 너무 무리하지 마. <LF> 응. 오늘은 칼퇴할 거야. <LF> 좋아. 같이 나가자. <LF> 이젠 체력 관리도 신경 써야겠다. <LF> 몸이 자꾸 피곤한 걸 보니까.,어제 야근하고 몇 시에 퇴근했어? <LF> 밤 넘어서였어. <LF> 택시 ? <LF> 응. 너무 피곤해서 걸을 힘도 없었어.오늘 컨디션 어때? <LF> 조금 피곤하긴 . <LF> 점심 때 잠깐 . <LF> . 커피 한잔 마시고 . <LF> 요즘 너무 무리하지 마. <LF> 응. 오늘은 칼퇴할 거야. <LF> 좋아. 같이 나가자.이젠 체력 도 신경 써야겠다. <LF> 몸이 자꾸 피곤한 걸 보니까.
일반 대화,"오늘 퇴근길 버스에서 웃긴 일 있었어. <LF> 뭔데? 또 기사님 멘트야? <LF> 아니, 갑자기 버스에서 노래 트는 사람이 있었어. <LF> 헉 진짜? 스피커로? <LF> 응. 처음엔 놀랐는데 다들 웃더라. <LF> 기사님은 뭐래? <LF> 조용히 좀 해달라고 하셨어. <LF> 그 사람은? <LF> 웃으며 끄긴 했는데, 민망했겠다. <LF> 이런 일도 있구나. <LF> 버스가 갑자기 예능 됐어. <LF> 피곤했는데 덕분에 웃었어. <LF> 앞으로도 버스에서 이런 에피소드 많았으면 좋겠어. <LF> 피곤한 하루에 소소한 웃음이 되더라.","오늘 퇴근길 버스에서 웃긴 있었어. <LF> 뭔데? 또 님 멘트야? <LF> 아니 갑자기 버스에서 노래 트는 사람이 있었어. <LF> 헉 진짜? 스피커로? <LF> . 처음엔 놀랐는데 다들 웃더라. <LF> 기사은 뭐래? <LF> 조용히 해달라고 하셨어. <LF> 그 사람은? <LF> 웃으며 끄긴 했는데, 민망했겠다. <LF> 이런 일도 있구나. <LF> 버스 갑자기 예능 됐어. <LF> 피곤했는데 덕분에 웃었어. <LF> 앞으로도 버스 이런 에피소드 많았으면 좋겠어. <LF> 피곤한 하루 소소한 이 되더라."
일반 대화,요즘 할만한 게임 있어? <LF> ‘팔월의 밤’ 해봤어? 요즘 인기 많아. <LF> 장르가 뭐야? <LF> 추리+미스터리. 몰입감 장난 아냐. <LF> 스토리 위주야? <LF> 응. 대사도 많고 선택지가 중요해. <LF> 플레이타임은 얼마나 돼? <LF> 10시간 정도? 주말에 하기 좋아. <LF> 가격은 어때? <LF> 스팀에서 세일하더라. <LF> 그럼 해봐야겠다. 고마워! <LF> 스토리 진행에 따라 캐릭터 감정도 바뀌니까 더 몰입돼. <LF> 밤샘할 수도 있으니까 조심해!,요즘 한 게임 ?팔월 밤’ 해봤어? 요즘 인기 많아. <LF> 장르가 뭐야?추리+미스터리 몰입감 장난 아냐. <LF>  위주야? <LF> 응. 대사도 많고 선택지가 중요해. <LF> 플레이타임은 돼? <LF> 10시간 정도? 주말에 하기 좋아. <LF> 가격은 어때? <LF> 스팀에서 세일하더라. <LF> 그럼 해봐야겠다. 고마워! <LF> 스토리 진행에 따라 캐릭터 감정도 바뀌니까 더 몰입돼. <LF> 밤샘할 수도 있으니까 조심해!
일반 대화,요즘 아침에 일어나서 뭐 해? <LF> 명상 5분 하고 스트레칭 해. <LF> 오 신기하네. 효과 있어? <LF> 응. 하루가 좀 더 차분해져. <LF> 앱 같은 거 써? <LF> ‘Calm’ 앱 괜찮아. 소리도 좋고. <LF> 루틴으로 굳혔어? <LF> 이제 없으면 허전하더라. <LF> 시간 오래 걸려? <LF> 10분이면 끝나. 부담 없어. <LF> 나도 해볼까? <LF> 추천해. 뇌가 맑아지는 느낌이야. <LF> 요즘 정신없었는데 명상으로 조금 차분해졌어. <LF> 습관되니까 오히려 안 하면 불안해.,요즘 아침에 일어나서 뭐 해? <LF>  하고 스트레칭 해. <LF> 오 신기하네. 효과 있어?응. 하루가 좀 더 차분해져. <LF>  같은 거 써? <LF> ‘Calm’ 앱 괜찮아. 소리 좋고. <LF> 루틴으로 굳혔어? <LF> 이제 없으면 허전하더라. <LF> 시간 오래 걸려? <LF> 10분이면 끝나. 부담 없어. <LF> 나도 해볼까 <LF> 추천해. 뇌가 맑아지는 이야. <LF> 요즘 정신없었는데 명상으로 조금 차분해졌어. <LF> 습관되니까 오히려 안 하면
일반 대화,오늘 상사랑 면담 있었다며? <LF> 응. 살짝 긴장했는데 괜찮았어. <LF> 무슨 얘기했어? <LF> 성과 리뷰랑 향후 계획 위주로. <LF> 피드백 어땠어? <LF> 생각보다 긍정적이더라. <LF> 기분 좋았겠다! <LF> 응. 인정받는 느낌이었어. <LF> 앞으로 뭐 바뀌는 거 있어? <LF> 프로젝트 리더 맡게 됐어. <LF> 오! 축하해. 기대할게. <LF> 면담 끝나고도 기분이 한결 편하더라. <LF> 정기적으로 이런 시간 있으면 좋겠어.,오늘 상사랑 면담 있었다며?응 살짝 긴장했는데 괜찮았어무슨 얘기했어? <LF> 성과 리뷰랑 향후 계획 위주로. <LF> 피드백 어땠어? <LF> 보다 적이더라. <LF> 기분 좋았겠다! <LF> 응. 인정받는 느낌이었어. <LF> 앞으로 뭐 바뀌는 거 있어? <LF> 프로젝트 맡게 됐어. <LF> 오! 축하해. 기대할게. <LF> 면담 기분 한결 편하더라. <LF> 정기으로 이런 시간 있으면 좋겠어.
일반 대화,아침 루틴 어떻게 해? <LF> 일어나자마자 물 한 잔 마셔. <LF> 그다음엔? <LF> 스트레칭 5분 하고 샤워. <LF> 시간 얼마나 걸려? <LF> 30분 정도? 여유 있게 움직여. <LF> 나는 늘 허둥대는데 대단하다. <LF> 습관되면 편해져. <LF> 알람은 몇 개 맞춰? <LF> 두 개! 하나는 예비용. <LF> 나도 루틴 좀 만들어야겠어. <LF> 하루가 달라져. 진짜로. <LF> 특히 아침엔 조용히 혼자만의 시간이 중요한 것 같아. <LF> 하루의 컨디션이 다르더라.,아침 루틴 어떻게 해? <LF> 일어나자마자 물 한 잔  <LF> 그다음? <LF> 스트레칭 5분 하고 샤워. <LF> 시간 얼마나 걸려? <LF> 30분 정도? 여유 있게 움직여. <LF> 나는 늘 허둥대는데 대단하다. <LF> 습관되면 . <LF> 알람은 몇 개 맞춰? <LF> 두 개! 하나는 예비용. <LF> 나도 루틴 좀 만들어야겠어 <LF> 하루가 달라져. 진짜로. 조용히 혼자만의 시간이 중요한 것 같아. <LF> 하루의 이 다르더라.
일반 대화,회사 근처에 새 맛집 생긴 거 알아? <LF> 응. 이번에 생긴 돈까스집 말하는 거지? <LF> 맞아. 줄 서서 먹었다더라. <LF> 그 정도야? 맛있긴 해? <LF> 수제라서 그런지 진짜 바삭해. <LF> 가격은 어때? <LF> 9천 원대. 가성비 좋더라. <LF> 내일 점심 거기 갈래? <LF> 좋아. 11시 50분쯤 나가자. <LF> 혹시 몰라서 예약도 해볼게. <LF> 오케이. 기대된다 진짜. <LF> 다음엔 회식도 그 근처로 잡자. <LF> 이번엔 혼밥 말고 같이 가자고!,회사 근처 새 맛집 생긴 거 알아? <LF> . 에 생긴 돈까스집 말하는 거지? <LF> 맞아. 줄 서서 . <LF> 그 야? 맛있긴 해? <LF> 수제라서 그런지 진짜 바삭해. <LF> 가격은 어때? <LF> 9천 . 가성비 좋더라. <LF> 내일 갈래? <LF> 좋아. 11시 50분나가자. <LF> 혹시 몰라서 예약도 해볼게. <LF> . 된다 진짜. <LF> 다음엔 회식도 근처로 잡자. <LF> 이번 말고 같이 가자고!
일반 대화,오늘 유난히 집중이 안 되더라. <LF> 왜? 무슨 일 있었어? <LF> 잠을 잘 못 잤어. <LF> 밤새 뒤척였어? <LF> 응. 꿈도 꾸고 머리가 무거워. <LF> 카페인 너무 마신 거 아냐? <LF> 그런가 봐. 커피 줄여야겠어. <LF> 업무는 괜찮았어? <LF> 하루 종일 멍하더라. <LF> 오늘은 일찍 자. 피로 누적돼. <LF> 응. 루틴 좀 정비해봐야겠어. <LF> 집중 안 되니까 일도 자꾸 밀리는 느낌이야. <LF> 내일은 좀 나아졌으면 좋겠다.,유난히 집중 안 되더라. <LF> 왜? 일 있었어? <LF> 잠을 잘 못 잤어. <LF> 밤새 뒤척였어? <LF> 응. 꿈도 꾸고 머리가 무거워. <LF>  너무 마신 거 아냐? <LF> 그런가 봐. 커피 줄여야겠어. <LF> 업무는 괜찮았어? <LF> 하루 종일 멍하더라. <LF> 오늘은 일찍 자. 피로 누적돼. <LF> 응. 루틴 좀 정비해봐야겠어. <LF> 집중 안 되니까 자꾸 밀리는 느낌이야. <LF> 은 좀 나아졌으면 좋겠다.
일반 대화,"오늘 노트북 갑자기 꺼졌어. <LF> 헐 왜? 고장? <LF> 충전이 안 되고 있었더라. <LF> 콘센트 문제? <LF> 아니, 어댑터가 망가졌어. <LF> 중요한 파일은? <LF> 다행히 클라우드에 백업돼 있었어. <LF> 다행이다 진짜. <LF> 새 충전기 주문했어? <LF> 응. 오늘 밤에 도착 예정이야. <LF> 내 것도 예비 하나 둬야겠어. <LF> 업무 중간에 꺼지니까 순간 멘붕이더라. <LF> 앞으론 더 자주 저장해야겠어.","오늘 노트북 꺼졌어.헐 왜? 고장 <LF> 충전이 안 되고 있었더라.콘센트 ? <LF> 아니, 어댑터가 . <LF> 중요한 파일은? 클라우드에 백업 있었어. <LF> 다행이다 진짜. <LF> 새 충전기 주문했어?응. 오늘 밤에 도착 예정이야. <LF> 내 것도 예비 하나 둬야겠어.업무 중간에 순간 멘붕이더라. <LF> 앞으론 더 자주 저장해야겠어."
일반 대화,회의 때 말실수한 거 들었어. <LF> 아 진짜 민망했어. <LF> 뭐라고 했길래? <LF> 고객사 이름을 다른 데랑 헷갈렸어. <LF> 다들 반응 어땠어? <LF> 조용했는데 분위기 싸해졌어. <LF> 바로 정정했지? <LF> 응. 사과도 했어. <LF> 괜찮아. 누구나 그럴 수 있어. <LF> 그 말 위로된다. 고마워. <LF> 나중에 회의록 정리하면서 다시 정정했어. <LF> 조심한다고 해도 순간 실수는 나오는 듯.,회의 때 말실수한 거 들었어. <LF> 아 진짜 민망했어. <LF> 뭐라고 했길래? <LF> 고객사 이름을 다른 데랑 헷갈렸어. <LF> 다들 반응 어땠어? 분위기 싸해졌어. <LF>  정정했지?응. 사과 했어 <LF> 괜찮아. 누구나 있어. <LF> 그 말 위로된다. 고마워. <LF> 나중에 회의록 정리하면서 다시 정정했어. <LF> 조심한다고 해도 순간 실수는 나오는 듯.
일반 대화,어제 운동 모임 첫 참석했지? <LF> 응. 진짜 땀 많이 흘렸어. <LF> 분위기는 어땠어? <LF> 다들 친절해서 편했어. <LF> 운동은 뭐 했어? <LF> 스트레칭이랑 인터벌 러닝. <LF> 지칠 법도 한데 잘했네. <LF> 끝나고 같이 밥 먹었어? <LF> 응. 샐러드 카페 갔어. <LF> 매주 나가고 싶더라. <LF> 운동하면서 스트레스도 확 풀렸어. <LF> 꾸준히 하면 체력도 좋아질 것 같아.,어제 운동 모임 첫 참석했지? <LF> . 진짜 땀 많이 흘렸어. <LF> 는 어땠어? <LF> 다들 친절해서 . <LF> 운동은 뭐 했어? <LF> 이랑 인터벌 러닝. <LF> 지칠 법도 한데 잘했네. <LF> 끝나고 밥 먹었어? <LF> 응. 샐러드 카페 갔어. <LF> 매주 나가고 싶더라. <LF> 운동하면서 스트레스도 확 풀렸어.꾸준히 하면 체력도 좋아질 것 같아
일반 대화,에어팟 어디다 뒀는지 기억 안 나. <LF> 어제 카페에서 썼다 그랬잖아. <LF> 응. 거기서 나올 때까지는 있었는데. <LF> 그럼 집에 와서 잃어버린 걸 수도 있겠네. <LF> 다 뒤졌는데 안 나와. 침대 밑까지 봤어. <LF> 아이폰에서 위치 추적 해봤어? <LF> 했는데 마지막 위치가 카페더라. <LF> 혹시 누가 가져간 걸까? <LF> 그럴 수도… 점원한테 물어봐야겠다. <LF> 같이 가줄게. 힘내! <LF> 그래도 잃어버리지 않았으면 좋겠다.,에어팟 어디 뒀는지 기억 안 나. <LF> 어제 카페 썼다 그랬잖아. <LF> 응. 거기서 때까지는 있었는데. <LF> 그럼 집에 와서 잃어버린 걸 수도 있겠네. <LF> 다 뒤졌는데 안 나와 침대 밑까지 봤어. <LF> 아이폰에서 위치 추적 해봤어 <LF>  마지막 위치가 카페더. <LF> 혹시 누가 가져간 걸까 <LF> 그럴 수도… 점원한테 물어봐야겠다. <LF> 같이 가줄게. ! <LF> 그래도 잃어버리지 않았으면 좋겠다.
일반 대화,"어제 랜덤채팅 하다 이상한 사람 만났어. <LF> 또? 요즘도 그런 앱 해? <LF> 심심할 때 가끔 들어가는데, 진짜 이상했어. <LF> 어떻게? <LF> 처음엔 평범했는데 갑자기 욕하더라. <LF> 바로 나왔지? <LF> 응. 근데 찝찝하더라. <LF> 이제 안 들어가는 게 낫겠네. <LF> 맞아. 괜히 기분만 상했어. <LF> 좀 더 건전한 앱 없을까? <LF> 찾아보자. 후기 좋은 걸로. <LF> 이런 경험 몇 번 하니까 무서워지더라.","어제 랜덤채팅 하다 이상한 만났어.또? 요즘도 그런 앱 해?심심할 때 가끔 들어가는데, 진짜 이상했어 <LF> 어떻게? <LF> 처음엔 평범했는데 갑자기 욕하더라. <LF>  나왔지? <LF> 응. 근데 찝찝하더라. <LF> 이제 안 게 낫겠네. <LF> 맞아. 괜히 기분만 상 더 건전한 앱 없을까? <LF> 찾아보자. 후기 좋은 걸로. <LF> 이런 경험 몇 번 하니까 무서워지더라."
일반 대화,"수강 신청 전쟁 준비됐어? <LF> 아직 강의계획서도 다 못 봤어. <LF> 야, 내일 오전 9시라니까. <LF> 알지! 근데 수업 겹치는 게 많아서 고민돼. <LF> 전공 필수부터 챙겨. <LF> 문제는 인기 많은 교수님 강의야. <LF> 서버 또 터질까? <LF> 거의 확정이지. <LF> 우리 디스코드 방에서 같이 하자. <LF> 좋아. 성공률 높이려면 협동해야지. <LF> 시간표 짤 때 머리 아프다 진짜.","수강 신청 전쟁 준비됐어?아직 강의계획서도 다 못 봤어. <LF> 야, 내일 오전 9시라니까알지! 근데 수업 겹 게 많아서 고민돼. <LF> 전공 필수부터 챙겨 <LF>  인기 많은 교수님 강의. <LF> 서버 또 터질까? <LF> 거의 확정이지 <LF> 우리 디스코드 방에서 같이 하자. <LF> 좋아. 성공률 높이려면 협동해야지. <LF> 시간표 짤 때 머리 아프다 ."
일반 대화,우리 집 고양이 요즘 밥을 안 먹어. <LF> 왜? 어디 아픈 거 아냐? <LF> 모르겠어. 평소엔 잘 먹었는데. <LF> 병원 데려가 봤어? <LF> 오늘 예약했어. 너무 걱정돼. <LF> 무슨 증상 있어? <LF> 기운도 없고 자꾸 숨기만 해. <LF> 낯선 사람이 오면 그러지 않던가? <LF> 그럴 수도 있어. 이사 온 지 얼마 안 됐잖아. <LF> 적응 중일 수도 있겠네. <LF> 그래도 병원 가서 확인은 받아야지. <LF> 내일 아침까지 계속 지켜봐야겠다.,우리 집 고양이 요즘 을 안 먹어 <LF> 왜? 어디 아픈 거 ? <LF> 모르겠어. 평소엔 잘 먹었는데. <LF> 병원 데려가 봤어? <LF>  예약했어. 너무 걱정돼. <LF> 무슨 증상 있어? <LF> 기운도 없고 자꾸 숨기만 해 <LF> 낯선 사람이 오면 그러지 않던가? <LF> 그럴 수도 있어 이사 온 지 얼마 안 됐잖아. <LF> 적응 중일 수도 있겠네. <LF> 그래도 병원 가서 확인은 받아야지. <LF> 내일 아침까지 계속 지켜봐야겠다.
일반 대화,이번 공모전 팀은 어떻게 꾸릴까? <LF> 개발자 한 명은 섭외해놨어. <LF> 디자이너는? <LF> 친구 중에 UX 전공한 애 있어. 물어볼까? <LF> 좋아. 우리 둘은 기획 맡고. <LF> 기간은 얼마나 돼? <LF> 한 달 반 정도. 시간 빠듯해. <LF> 미리 역할 분담 잘해야겠다. <LF> 슬랙 채널부터 만들자. <LF> 내가 초대할게. 주말에 킥오프 하자. <LF> 팀원끼리 먼저 회의 한 번 하자.,이번 팀은 어떻게 꾸릴까 <LF> 개발자 한 은 해놨어. <LF> 디자이너는? <LF>  중에 UX 전공한 있어. 물어볼까? <LF> 좋아. 우리 둘은 기획 맡고. <LF> 기간은 얼마나 돼? <LF> 한 달 정도. 시간 빠듯해. <LF> 미리 분담 잘해야겠다 <LF> 슬랙 채널부터 . <LF> 내가 초대 주말에 킥오프 하자. <LF> 팀원 먼저 회의 한 번 하자.
일반 대화,교수님한테 과제 마감 연장 부탁드려야 할까? <LF> 어느 과목인데? <LF> 이민철 교수님 세미나 과목이야. <LF> 엄격하신 분 아닌가? <LF> 응. 그래서 더 고민돼. <LF> 사유는 뭐로 적을 거야? <LF> 몸살 났다고 하면 될까? <LF> 진짜 아픈 건 아니잖아. <LF> 그래도 컨디션 안 좋아서 집중 못 했어. <LF> 솔직하게 말하고 정중하게 부탁드려. <LF> 그래야 승산 있을 것 같아. <LF> 연장 안되면 밤새야 할지도 몰라.,님한테 과제 마감 연장 부탁드려야 ?어느 과목인데?이민철 교수님 세미나 과목이야. <LF> 엄격하신 분 아닌가? <LF> 응. 그래서 더 고민돼. <LF> 사유는 뭐로 적을 거야? <LF> 몸살 났다고 하면 될까 <LF> 진짜 아픈 건 아니잖아. <LF> 그래도 컨디션 좋아서 집중 못 했어. <LF> 솔직하게 말하고 정중하게 부탁드려. <LF> 그래야 있을 것 같아. <LF> 연장 안되면 밤새야 할지도 몰라
일반 대화,"택시 탔는데 기사님이 엄청 수다쟁이였어. <LF> 그럴 때 은근 피곤하지. <LF> 근데 또 나쁘진 않더라. <LF> 무슨 얘기 했는데? <LF> 요즘 물가 오른 얘기, 정치 얘기까지. <LF> 헉, 민감한 주제 아니야? <LF> 맞아. 그래서 중간에 대충 웃기만 했어. <LF> 내릴 때 팁 줬어? <LF> 아니, 카드 결제하고 바로 나왔어. <LF> 다음엔 조용한 기사님 만나길. <LF> 기사님도 외로운가 봐.","택시 탔는데 기사님이 엄청 수다쟁이였어. <LF> 그럴 때 은근 피곤하지.근데 또 나쁘진 않더라. <LF> 무슨 얘기 했는데?요즘 물가 얘기, 정치 얘기까지 <LF> 헉, 민감한 주제 아니야? <LF> 맞아. 그래서 중간에 대충 웃기만 했어. <LF> 내릴 때 줬어? <LF> 아니, 카드 결제하고 바로 나왔어. <LF> 다음엔 기사님 만나길. <LF> 님도 봐"
일반 대화,기숙사 식단 또 닭가슴살 나왔대. <LF> 또? 이건 뭐 매일 다이어트식이야. <LF> 영양사는 왜 이렇게 단조롭게 짤까? <LF> 예산이 부족한 거 아닐까? <LF> 그럴 수도 있지. <LF> 근데 맛이라도 좀 좋게 해주지. <LF> 맞아. 밥이 퍽퍽하더라. <LF> 자취하고 싶다는 생각 들지 않아? <LF> 요즘 진지하게 고민 중이야. <LF> 그래도 기숙사가 싸긴 하지. <LF> 근데 가끔 맛있는 메뉴도 나오긴 해.,기숙사 식단 닭가슴살 나왔대. <LF> 또? 이건 뭐 매일 다이어트식이야. <LF> 영양사는 왜 이렇게 단조롭게 짤까? <LF> 예산 부족한 거 ? <LF> 그럴 수도 있지. <LF> 근데 맛이라도 좀 좋게 해주지. <LF> 맞아. 밥이 퍽퍽. <LF> 자취하고 싶다는 들지 않아 <LF> 요즘 진지하게 고민 중이야. <LF> 그래도 기숙사가 싸긴 하지. <LF>  가끔 맛있는 메뉴도 나오긴 해.
일반 대화,"어제 편의점 야간 알바 힘들었어? <LF> 진상 손님 세 명이나 왔어. <LF> 헐, 무슨 일 있었는데? <LF> 술 취해서 계산도 못 하고 소리 지르고. <LF> 매니저는 도와줬어? <LF> 전화하니까 바로 왔어. <LF> 다행이다. 그래도 무서웠겠다. <LF> 응. CCTV 돌려본다더라. <LF> 야간 알바 위험한 듯… <LF> 나도 낮 근무로 바꿔달라고 해야겠어. <LF> 다음 근무부터는 CCTV 앞에서 서 있으려고.","어제 편의점 알바 힘들었어? <LF> 진상 세 명이나 . <LF> 헐, 무슨 일 있었는데? <LF> 술 취해서 계산도 못 하고 소리 지르고 <LF> 매니저는 도와줬어? <LF> 전화하니까 바로 왔어. <LF> 다행이다. 그래도 무서웠겠다. <LF> 응. CCTV 돌려본다더라. <LF> 야간 알바 위험한 듯 <LF> 나도 근무로 바꿔달라고 해야겠어. <LF> 다음 근무부터는 CCTV 앞 서 있으려고"
일반 대화,신입 OT 어땠어? <LF> 생각보다 엄청 체계적이더라. <LF> 오프라인으로 했어? <LF> 응. 학교 대강당에서. <LF> 분위기는 어땠어? <LF> 다들 어색했지만 진행자들이 잘 이끌었어. <LF> 친구 좀 사겼어? <LF> 세 명 정도랑 카톡도 주고받고 있어. <LF> 첫인상 좋은 사람 많았어? <LF> 응. 밝고 활기찬 분위기라 좋았어. <LF> 좋네! 이제 본격적으로 적응하겠다. <LF> 앞으로 활동 기대돼서 설레기도 해.,신입 OT 어땠어? <LF> 생각보다 엄청 체계적이더라. <LF> 오프라인으로 했어? 학교 대강당. <LF> 분위기는 어땠어? <LF> 다들 어색했지만 진행자들이 잘 이끌었어. <LF> 친구 좀 사겼어?세 명 정도랑 카톡도 주고받고 있어. <LF> 첫인상 좋은 사람 많았어?응. 밝고 활기찬 분위기라 좋았어. <LF> 좋네! 이제 본격적으로 적응하겠다. <LF> 앞으로 활동 기대돼서 설레기도 해.
일반 대화,새 운동화 샀다며? <LF> 응! 러닝화로 유명한 브랜드로 골랐어. <LF> 직접 가서 신어봤어? <LF> 그럼. 발볼이 넓어서 꼭 신어보고 사야 돼. <LF> 디자인은 어땠어? <LF> 깔끔하고 가볍더라. 데일리로도 좋아. <LF> 할인도 했어? <LF> 응. 시즌 오프로 30% 받았어. <LF> 나도 운동화 하나 사야겠다. <LF> 매장에서 직접 신어보는 게 최고야. <LF> 좋은 정보 고마워! <LF> 걷는 느낌도 훨씬 편해졌어. <LF> 이제 운동 더 열심히 할 수 있겠어.,새 운동화 샀다며? <LF> 응! 러닝화로 유명한 브랜드로 . <LF> 직접 가서 신어봤어? <LF> 그럼 발볼이 넓어서 꼭 신어보고 사야 돼. <LF> 디자인은 어땠어? <LF> 깔끔하고 가볍더라. 데일리로도 좋아. <LF> 할인도 ? <LF> 응. 시즌 오프로 30% . <LF> 나도 운동화 하나 사야겠다. <LF> 매장에서 직접 신는 게 최고야. <LF> 좋은 고마워!걷는 느낌도 편해졌어. <LF> 이제 운동 더 할 수 있겠어.
일반 대화,중간고사 준비 잘 돼가? <LF> 이번엔 계획 세워서 공부하고 있어. <LF> 과목 많지 않아? <LF> 그래서 하루 두 과목씩 나눠 공부해. <LF> 효율적이네. 암기 과목은 어때? <LF> 오답노트 만들고 자주 복습 중이야. <LF> 스터디는 같이 해? <LF> 응. 주말마다 친구랑 요점 정리해. <LF> 그래도 시험은 항상 떨려. <LF> 맞아. 실전 감각 익히는 게 관건이야. <LF> 파이팅! 같이 열심히 하자. <LF> 시험 끝나고 뭐 할지 정해놨어? <LF> 일단 푹 자고 놀아야지!,중간고사 준비 잘 ? <LF> 이번엔 계획 세워서 공부하고 있어. <LF> 과목 많지 않아? <LF> 그래서 하루 두 과목씩 나눠 공부해. <LF> 효율적이네 암기 과목은 어때? <LF> 오답노트 만들고 자주 복습 중이야 <LF> 스터디는 같이 해?응. 주말마다 친구랑 요점 해. <LF> 그래도 은 항상 떨려. <LF> 맞아. 실전 감각 익히는 게 관건이야. <LF> 파이팅! 같이 열심히 하자. <LF> 시험 끝나고 뭐 정해놨어 <LF> 일단 푹 자고 놀아야지!
일반 대화,동네에 맛집 생긴 거 알아? <LF> 어디? 못 들었는데. <LF> 우리 집 근처 파스타 집인데 줄 서더라. <LF> 오 진짜? 분위기는 어때? <LF> 깔끔하고 조용해. 데이트 코스로도 좋아. <LF> 맛은 어땠어? <LF> 크림파스타가 진짜 고소하고 부드러워. <LF> 가격대는 괜찮아? <LF> 1만 원 중반? 가성비 좋아. <LF> 이번 주말에 같이 갈래? <LF> 좋아! 미리 예약해야겠다. <LF> 직원 서비스도 친절했어. <LF> 조용한 분위기에서 힐링하기 딱이야.,동네에 맛집 생긴 거 알아? <LF> 어디? 못 들었는데. <LF> 우리 집 근처 파스타 집인데 줄 서더라. <LF> 오 진짜 분위기는 어때? <LF> 깔끔하고 조용해. 데이트 코스로도 좋아. <LF> 맛은 어땠어? <LF> 크림파스타가 진짜 고소하고 부드러워. <LF> 가격대는 ? <LF> 1만 원 중반? 가성비 좋아. <LF> 이번 주말에 같이 갈래? <LF> 좋아! 미리 예약해야겠다. <LF> 직원 서비스도 친절했어. <LF> 조용한 분위기에서 힐링하기 .
일반 대화,요즘 팀플 때문에 너무 스트레스야. <LF> 무슨 일 있어? <LF> 일 안 하는 팀원이 하나 있어. <LF> 말해봤어? <LF> 몇 번 이야기했는데 반응이 없더라. <LF> 교수님께 말씀드려야 하지 않을까? <LF> 최대한 조율하려고는 했는데… <LF> 혼자 다 떠안으면 너무 힘들어. <LF> 이번 주까지 상황 보고 정리하자. <LF> 그래. 네 조언 고마워. <LF> 단체 과제는 진짜 운이야. <LF> 다음부턴 팀원 잘 고르자.,요즘 팀플 에 너무 스트레스야. <LF> 무슨 있어? <LF>  안 하는 팀이 하나 있어. <LF> 말해봤어?몇 번 이야기 반응이 없더라. <LF> 님께 말씀드려야 않을까? <LF> 최대한 조율하려고는 했는데… <LF> 혼자 다 떠안으면 너무 힘들어. <LF> 이번 주까지 상황 하자. <LF> 그래. 네 고마워 <LF> 단체 는 진짜 이야. <LF> 부턴 팀원 잘 고르자.
