class,conversation,augmented_conversation
일반 대화,회의 도중 실수한 거 아직도 생각나. <LF> 너무 걱정하지 마. 다들 이해했어. <LF> 자료 넘길 때 타이밍 놓쳐서 당황했어. <LF> 긴장할 수 있는 상황이었어. <LF> 팀장님도 아무 말 안 하셨잖아. <LF> 그래도 준비 많이 했는데 아쉬워. <LF> 다음엔 더 잘할 수 있어. 경험이 쌓이잖아. <LF> 응. 이번 일로 배운 것도 많아. <LF> 필요하면 연습 같이 하자. <LF> 고마워. 그 말 진짜 위로된다. <LF> 이런 일이 반복되지 않게 발표 순서도 정리해보자. <LF> 작은 준비 하나로 달라질 수 있어.,회의 도중 실수한 거 아직도 생각나. <LF> 너무 노트 걱정하지 마. 다들 이해했어. <LF> 자료 넘길 때 타이밍 극한 놓쳐서 당황했어. <LF> 긴장할 수 있는 상황이었어. 벌판  <LF> 팀장님도 아무 말 안 훈계 후 하셨잖아. 언사  <LF> 그래도 벌 준비 많이 했는데 아쉬워. 착오  <LF> 다음엔 더 잘 기운 할 수 있어. 경험이 쌓이잖아. <LF> 응. 이번 일로 배운 것도 많아. <LF> 필요하면 연습 같이 하자. <LF> 고마워. 그 말 진짜 위로된다. <LF> 이런 일이 반복되지 않게 발표 순서도 정리해보자. <LF> 작은 준비 시간 하나로 달라질 수 있어.
일반 대화,"너 반려동물 키운다 했지? <LF> 응. 고양이 두 마리 있어. <LF> 하루 일과는 어때? <LF> 아침에 밥 주고, 저녁에 같이 논다. <LF> 털 빠지는 건 어때? <LF> 좀 힘들긴 한데 이젠 적응됐어. <LF> 사진 좀 보여줘! <LF> 잠깐만. 이게 어제 찍은 거야. <LF> 와, 진짜 귀엽다. 성격은 어때? <LF> 조용하고 애교 많아. 집에 오면 제일 반겨줘. <LF> 힘들 때마다 애들이 곁에 있어줘서 위로가 돼. <LF> 사랑받고 있다는 기분이 들어.","너 반려동물 키운다 했지? <LF> 응. 고양이 두 마리 있어. <LF> 하루 일과는 어때? <LF> 아침에 오전 턱 밥 주고, 저녁에 같이 논다. <LF> 털 빠지는 건 어때? <LF> 좀 힘들긴 한데 이젠 적응됐어. <LF> 사진 평등 좀 보여줘! <LF> 잠깐만. 이게 어제 찍은 거야. <LF> 와, 진짜 귀엽다. 성격은 어때? <LF> 조용하고 애교 많아. 집에 평원 열심 오면 제일 반겨줘. <LF> 힘들 때마다 애들이 곁에 기일 백금 감각 있어줘서 위로가 돼. <LF> 사랑받고 있다는 기분이 들어."
일반 대화,"너 커피는 무슨 스타일 좋아해? <LF> 나는 산미 있는 라떼 좋아해. <LF> 오, 난 고소한 아메리카노파야. <LF> 라떼도 좋긴 하지. 부드럽고. <LF> 요즘 드립커피도 유행이던데? <LF> 응. 카페 가면 원두 선택도 할 수 있어. <LF> 우리 회사 근처에도 괜찮은 곳 있지? <LF> 응. 다음에 같이 가보자. <LF> 좋아. 서로 취향도 맞춰보자. <LF> 진짜 소소한 행복이네. <LF> 원두 고르는 재미도 쏠쏠해. <LF> 다음엔 디카페인도 도전해볼래.","너 커피는 무슨 스타일 좋아해? <LF> 나는 산미 있는 라떼 좋아해 방법 . <LF> 오, 난 고소한 아메리카노파야. 정한  <LF> 라떼도 좋긴 하지. 부드럽고. 내세  <LF> 요즘 드립커피도 각 유행이던데? <LF> 응. 카페 가면 원두 선택도 할 수 있어. <LF> 우리 회사 근처에도 괜찮은 곳 한계 있지? <LF> 응. 귀 다음에 같이 가보자. <LF> 좋아. 서로 기쁨 취향도 맞춰보자. <LF> 진짜 소소한 신 행복이네. <LF> 원두 고르는 재미도 쏠쏠해. <LF> 다음엔 디카페인도 도전해볼래."
일반 대화,점심 도시락 또 샐러드야? <LF> 응. 요즘 건강식에 빠졌어. <LF> 영양소는 충분히 챙겨? <LF> 단백질도 같이 넣어. 닭가슴살이랑 계란. <LF> 먹다 질리진 않아? <LF> 가끔 곡물밥도 섞어 먹어. <LF> 나도 시도해볼까 고민 중이야. <LF> 간단해서 좋아. 미리 전날 준비해둬. <LF> 그럼 아침도 여유롭겠다. <LF> 응. 지갑도 살고 몸도 가볍고. <LF> 오늘 반찬은 뭐야? <LF> 닭가슴살구이랑 삶은 브로콜리! <LF> 사실 처음엔 귀찮았는데 습관되니까 편하더라. <LF> 주변에도 추천하고 있어.,점심 도시락 또 샐러드야? <LF> 응. 요즘 건강 조류 식에 빠졌어. <LF> 영양소는 충분히 챙겨? <LF> 단백질도 같이 넣어. 심장 닭가슴살이랑 계란. <LF> 먹다 질리진 않아? <LF> 가끔 곡물밥도 섞어 먹어. <LF> 나도 시도해볼까 고민 중이야. <LF> 간단해서 좋아. 강장제 미리 전날 준비해둬. <LF>  성 그럼 강장제 아침도 여유롭겠다. <LF> 응. 정도 지갑도 살고 몸도 푼수 가볍고 축 . <LF> 오늘 반찬은 뭐야? <LF> 닭가슴살구이랑 삶은 브로콜리! 스타트  <LF>  벼 날짐승 사실 처음엔 귀찮았는데 습관되니까 편하더라. <LF> 주변에도 추천하고 있어.
일반 대화,"환불 신청한 지 2주 지났는데 아직도 돈이 안 들어왔어. <LF> 고객센터에 문의했어? <LF> 했지. 근데 확인 중이라는 말만 반복해. <LF> 그럼 카드사에 직접 문의해보는 건 어때? <LF> 그 생각도 했는데, 판매자랑 먼저 끝내야 한다더라. <LF> 진짜 요즘은 환불 받는 게 제일 힘들다. <LF> 맞아. 물건은 하루 만에 보내면서 환불은 왜 이렇게 느려? <LF> 고객센터가 너무 기계적으로만 응대하니까 더 답답해.","환불 신청 경쟁자 한 지 2주 지났는데 아직도 돈이 안 세상 들어왔어. <LF> 고객센터에 문의했어? <LF> 했지. 근데 확인 중이라는 땅 말만 반복해. 질의  <LF>  화기 그럼 카드사에 직접 문의해보는 건 어때? <LF> 그 생각도 했는데, 판매자랑 먼저 끝내야 한다더라. <LF> 진짜 요즘 자만 은 환불 받는 게 제일 힘들다. <LF> 맞아. 물건은 하루 만에 상대 보내면서 환불은 왜 이렇게 느려? <LF> 고객센터가 너무 질문 기계적으로만 응대하니까 더 답답해."
일반 대화,이번 추석에도 또 엄마가 음식 다 하시려고 하셔. <LF> 같이 좀 나눠서 하자고 말씀드렸어? <LF> 했는데 그냥 괜찮다고 하셔. 근데 표정이 안 괜찮아. <LF> 그럴 땐 말로 안 되니까 그냥 먼저 움직이는 수밖에 없어. <LF> 작년에도 새벽부터 준비하시느라 고생하셨거든. <LF> 같이 장 보고 미리 조금씩 만들어두는 건 어때? <LF> 그렇게라도 해야 덜 힘드시겠지. 올해는 진짜 나도 같이 해야겠어.,이번 추석에도 또 엄마가 음식 다 하시려고 하셔. <LF> 같이 좀 서류 나눠서 하자고 말씀드렸어? <LF> 했는데 그냥 괜찮다고 서면 하셔. 근데 표정이 안 괜찮아. <LF> 그럴 땐 말로 안 되니까 그냥 장총 먼저 움직이는 수밖에 없어. <LF> 작년에도 새벽부터 준비하시느라 고생하셨거든. <LF>  기색 같이 장 보고 초기 미리 조금씩 만들어두는 건 어때 운동장 ? <LF> 그렇게라도 해야 덜 힘드시겠지. 올해는 진짜 나도 같이 해야겠어.
일반 대화,오늘 점심 뭐 먹을지 또 한참 걸렸어. <LF> 우리 팀은 매일 그 메뉴 고르기가 전쟁이지. <LF> 어떤 사람은 매번 같은 거 먹자고 하고. <LF> 나는 좀 색다른 거 먹고 싶은데 말 꺼내기가 조심스러워. <LF> 그럴 땐 그냥 메뉴판 링크 돌려서 다수결로 고르는 게 낫지. <LF> 그 방법 좋다. 개인 취향 너무 강한 사람 있을 때도 있잖아. <LF> 맞아. 다들 배고픈데 메뉴 고르다 점심시간 다 간다고.,오늘 점심 뭐 먹을지 또 한참 걸렸어. <LF> 우리 팀은 매일 사려 그 메뉴 고르기가 전쟁이지. <LF> 어떤 사람은 매번 같은 거 먹자고 하고. <LF> 나는 좀 색다른 거 먹고 사람 싶은데 말 꺼내기가 조심스러워. <LF> 그럴 땐 그냥 메뉴판 링크 돌려서 사람 다수결로 고르는 게 낫 사나이 하루 지. <LF> 그 방법 좋다. 개인 취향 너무 간발 강한 사람 있을 때도 백금 있잖아. <LF> 맞아. 다들 배고픈데 메뉴 고르다 점심시간 임 다 간다고.
일반 대화,오늘 랭겜에서 트롤 만나서 진짜 멘붕 왔어. <LF> 어떤 타입이었는데? <LF> 아예 시작하자마자 정글 먹고 나가더라고. <LF> 아... 고의 트롤이네. 요즘 신고해도 제대로 제재도 안 하더라. <LF> 그래서 그냥 나도 포기하고 던졌지 뭐. <LF> 근데 팀원들끼리 또 싸우기 시작하면 더 피곤하지. <LF> 이럴 땐 걍 솔플이나 하는 게 마음 편한 듯.,오늘 랭겜 벌 에서 트롤 만나서 진짜 멘붕 왔어. <LF> 어떤 타입이었는데? <LF> 아예 시작하자마자 정글 먹고 나가더라고. <LF> 아... 고의 트롤이네. 요즘 신고해도 제대로 제재도 안 하더라. <LF> 그래서 그냥 나도 포기하고 던졌지 뭐 모두 . <LF> 근데 팀원들끼리 또 싸우기 시작하면 더 피곤하지. <LF> 이럴 땐 걍 솔플이나 하는 장 형 게 마음 편한 듯.
일반 대화,다음 주에 동기 모임 잡자는데 또 날짜가 안 맞아. <LF> 단톡방 보면 매번 누가 시간 안 된다고 해서 미뤄지더라. <LF> 이젠 그냥 정해서 오는 사람만 오자고 해야 할까? <LF> 그게 나을지도. 매번 조율하다가 흐지부지돼. <LF> 근데 또 안 온다고 서운해하는 사람 생기니까... <LF> 인원이 많을수록 스케줄 맞추는 게 진짜 어려워. <LF> 결국엔 몇 명만 만나고 끝나게 되더라.,다음 치아 주에 동기 모임 잡자는데 또 속 날짜가 안 맞아. <LF> 단톡방 보면 매번 누가 시간 안 된다고 해서 미뤄지더라. <LF> 이젠 그냥 정해서 오는 사람만 오자고 해야 할까? <LF> 그게 나을지도. 매번 조율하다가 흐지부지돼. <LF> 근데 또 안 온다고 서운해하는 서클 친족 사람 생기니까... <LF> 인원이 많을수록 후 스케줄 맞추는 게 진짜 어려워. <LF> 결국엔 몇 명만 만나고 끝나게 되더라.
일반 대화,중고나라에 올렸더니 올리자마자 가격 깎아달래. <LF> 바로 그런 사람 꼭 있다니까. <LF> 이미 최저가로 올렸다고 했더니 읽씹하더라. <LF> 그냥 그런 사람 걸러야 돼. 시간 낭비야. <LF> 그래도 혹시 몰라서 가격 좀 올려서 올리기도 해. <LF> 그치. 흥정 들어올 걸 대비해야 하니까. <LF> 중고 거래도 진짜 센스가 필요한 듯.,중고나라에 올렸더니 올리자마자 가격 깎아달래. <LF> 바로 그런 사람 꼭 있다니까. <LF> 이미 최저가로 올렸다고 했더니 읽씹하더라. <LF> 그냥 그런 사람 걸러야 돼. 천추 시간 낭비 매가 야. <LF> 그래도 혹시 몰라서 가격 좀 올려서 올리기도 해. <LF>  탕진 그치. 흥정 들어올 걸 대비해야 하니까. <LF>  대로 중고 거래도 진짜 노선 센스가 필요한 듯.
일반 대화,오늘 버스에서 누가 앉으려고 하다가 싸움 날 뻔했어. <LF> 자리가 하나 남았는데 두 사람이 동시에 앉으려던 거야? <LF> 응. 결국 서로 밀치고 소리 지르더라. <LF> 아침부터 기분 망치기 딱 좋은 상황이네. <LF> 그래서 난 걍 손잡이 잡고 섰어. 더 얽히기 싫어서. <LF> 요즘 사람들 진짜 다 예민한 듯. <LF> 출근길은 전쟁이야. 차라리 일찍 나오는 게 낫겠다.,오늘 버스에서 누가 앉으려고 하다가 싸움 날 뻔했어. <LF>  차 자리가 하나 남았는데 두 사람이 동시 사려 에 앉으려던 거야? <LF> 응. 결국 서로 밀치고 소리 지르더라. 오전  <LF> 아침 이승 재난 부터 기분 망치기 딱 좋은 상황이네. <LF> 그래서 난 막바지 걍 손잡이 잡고 지금 섰어. 더 얽히기 싫어서. <LF> 요즘 사람들 진짜 다 예민한 듯. <LF> 출근길은 전쟁이야. 차라리 일찍 나오는 게 낫겠다.
일반 대화,"조별과제인데 한 명이 아예 톡도 안 읽고 잠수야. <LF> 그런 애들 꼭 있어. 제출 직전에 튀어나오는 스타일. <LF> 이번에 발표까지 있어서 더 곤란해. <LF> 교수님한테 얘기해봤어? <LF> 말은 해놨는데, 팀원들끼리 해결하라는 식이야. <LF> 그 사람 이름 빼고 제출하자. 어차피 기여도 없잖아. <LF> 진짜 팀플은 운이야. 누구랑 걸리느냐에 따라 갈려.","조 영역 별과제인데 한 명이 아예 톡도 안 읽고 잠수야. <LF> 그런 애들 꼭 있어. 제출 직전 잇속 에 튀어나오는 스타일. <LF> 이번에 발표까지 있어서 더 곤란해. <LF> 교수님한테 얘기해봤어? <LF> 말은 전언 해놨는데, 팀원들 백금 끼리 해결하라는 성씨 식이야. <LF> 그 사람 이름 빼고 제출하자. 어차피 기여도 없잖아. <LF> 진짜 팀플은 운 한도 이야. 가축 누구랑 걸리느냐에 잡 따라 갈려."
일반 대화,카페 입구에 우산 놔뒀는데 나올 때 없어졌어. <LF> 우산 도둑 또 당했네... 그거 비싼 거였지? <LF> 비싼 건 아니지만 기분이 좀 그러더라. <LF> 사람 많았어? 혹시 다른 사람이 착각했을 수도 있어. <LF> 그래도 확인 안 하고 가져가는 건 아니잖아. <LF> 그래서 요즘은 접이식 들고 다니는 게 나아. <LF> 그치. 그냥 가방에 넣는 게 제일 안전하더라.,카페 입구에 새댁 우산 놔뒀는데 나올 때 없어졌어. <LF> 우산 도둑 또 당했네... 그거 비싼 거였지? <LF> 비싼 건 아니지만 기분이 좀 그러더라 백금 심기 열심 . <LF> 사람 많았어? 혹시 다른 사람이 착각했을 수도 있어. <LF> 그래도 확인 안 하고 가져가는 건 아니잖아. <LF> 그래서 요즘은 접이식 들고 다니는 게 나아. <LF> 그치. 그냥 가방에 넣는 게 물길 제일 비위 안전하더라.
일반 대화,오늘 은행 갔는데 번호표 뽑고 30분 넘게 기다렸어. <LF> 점심시간이라 사람 많았나 봐? <LF> 응. 근데 창구는 두 개밖에 안 열었더라. <LF> 그럴 땐 진짜 앱으로 처리할 수 있는 건 앱이 나아. <LF> 맞아. 근데 신분증 제출해야 되는 건 직접 가야 해서... <LF> 그래서 요즘 민원 보러 갈 땐 아침 일찍 움직여. <LF> 시간 아끼려면 방법을 미리 알아봐야겠더라.,오늘 은행 갔는데 번호 모양 표 뽑고 30분 넘게 오전 기다렸어. <LF> 점심시간이라 사람 많았나 봐? <LF> 응. 날짜 근데 창구는 넘버 두 개밖에 안 대 열었더라. <LF> 그럴 땐 진짜 앱으로 처리할 수 있는 건 앱이 나아. <LF> 맞아. 근데 신분증 제출 오전 해야 되는 건 직접 가야 해서... <LF> 그래서 갤런 요즘 민원 보러 갈 땐 아침 일찍 움직여. <LF> 시간 아끼려면 방법을 미리 알아봐야겠더라.
일반 대화,요즘 신용카드 어떤 거 써? <LF> 난 포인트 적립되는 카드 써. <LF> 쇼핑 위주야? 교통 위주야? <LF> 쇼핑 쪽이 많아. 요즘엔 커피 할인도 있어. <LF> 나는 주유소 할인 있는 카드 찾고 있어. <LF> 그럼 현대카드M도 괜찮아. <LF> 연회비는 얼마야? <LF> 1~2만원 사이. 혜택에 따라 다르더라. <LF> 비교해보니까 각자 스타일 따라 다르네. <LF> 맞아. 하나만 잘 골라도 이득이 크더라. <LF> 요즘은 OTT 할인도 같이 되더라. <LF> 한두 개 비교해보면 차이가 꽤 커.,요즘 신용카드 백금 어떤 거 써? <LF> 난 포인트 적립 기 되는 카드 써. <LF> 쇼핑 위주야? 교통 위주야? <LF> 쇼핑 쪽이 많아. 요즘엔 커피 할인도 있어. <LF> 나는 급 주유소 할인 있는 해 카드 찾고 있어. <LF> 그럼 현대카드M도 괜찮아. <LF> 연회비는 얼마야? <LF> 1~2만원 사이. 혜택에 따라 다르더라. <LF> 비교해보니까 각자 스타일 따라 다르네. <LF> 맞아. 영리 하나만 잘 골라도 이득 지붕 이 크더라. <LF> 요즘은 OTT 할인도 같이 조합 되더라. <LF> 한두 개 비교해보면 차이가 꽤 커.
일반 대화,"이번 달에 인사이동 있을 거라던데. <LF> 들었어. 우리 부서도 대상이라더라. <LF> 누가 옮긴다는 말 있어? <LF> 정확하진 않지만, 과장님 얘기가 나오더라. <LF> 진짜면 분위기 많이 바뀌겠네. <LF> 응. 팀장도 새로 올 수도 있다더라. <LF> 조용한데 물밑에선 바쁘겠네. <LF> 업무 인수인계도 시작됐대. <LF> 우리도 준비는 해야겠어. <LF> 괜히 뒤늦게 당황하지 않게. <LF> 이번 기회에 우리도 팀 재정비할 수 있겠다. <LF> 변화가 꼭 나쁜 건 아니니까.","이번 달에 인사이동 있을 거라던데. <LF> 들었어. 우리 부서도 대상이라더 푼수 라. <LF> 누가 옮긴다는 말 있어 부정 ? <LF> 정확하진 않지만, 과장님 얘기가 나오더라. <LF> 진짜면 분위기 때 많이 바뀌겠네. <LF> 응. 팀장도 새로 국한 올 수도 있다더라. <LF> 조용한데 물밑에선 바쁘겠네. <LF> 업무 인수인계도 시작됐대. <LF> 우리도 준비는 해야겠어. <LF> 괜히 뒤늦게 당황하지 명예 않게. <LF> 이번 기회에 계수 우리도 팀 재정비 계승 할 수 있겠다. <LF> 변화가 꼭 좌절 나쁜 건 아니니까."
일반 대화,너 비상약 항상 챙겨 다녀? <LF> 응. 소화제랑 진통제는 꼭 있어. <LF> 대단하다. 난 매번 잊어버려. <LF> 가방에 작은 파우치 하나 만들어봐. <LF> 좋은 생각이네. 감기약도 넣을까? <LF> 응. 기초적인 건 다 있는 게 좋아. <LF> 알레르기약도 추천해. <LF> 생각 못 했네. 피부 약도 있어? <LF> 있지. 바르는 약도 하나쯤. <LF> 이번 주말에 약국 들러야겠다. <LF> 가끔 약국 문 닫은 날엔 진짜 불편하잖아. <LF> 미리미리 준비하는 게 답이야.,너 비상약 항상 챙겨 다녀? <LF> 응. 소화제랑 진통제는 꼭 있어. <LF> 대단하다. 암소 난 매번 잊어버려. <LF> 가방에 작은 파우치 하나 만들어봐. <LF> 좋은 나이 생각이네. 감기약도 넣을까? <LF> 응. 기초적인 건 다 있는 게 좋아. <LF> 알레르기약도 추천 회신 해. <LF> 생각 못 했네. 피부 약도 있어? <LF> 있지. 바르는 회답 약도 하나쯤. <LF> 이번 주말에 약국 들러야겠다. <LF> 가끔 약국 문 피리 한기 닫은 날엔 진짜 불편하잖아. <LF> 미리미리 준비하는 게 답 표피 이야.
일반 대화,"너 자주 가던 카페 리모델링했대. <LF> 정말? 분위기 괜찮아졌어? <LF> 완전 달라졌더라. 북유럽풍 느낌? <LF> 오, 감성 있겠네. 조명은 어때? <LF> 조도 낮아졌는데 따뜻한 느낌이야. <LF> 좌석 배치는 그대로야? <LF> 아니, 혼자 앉기 좋은 자리도 생겼어. <LF> 좋다. 이번 주에 가보자. <LF> 디저트도 리뉴얼했대. <LF> 더 기대된다. 커피 맛은 그대로겠지? <LF> 공간도 더 넓어진 느낌이야. <LF> 사람 많아도 답답하지 않아.","너 자주 가던 카페 리모델링했대. <LF> 정말? 분위기 괜찮아졌어 인상 ? <LF> 완전 달라졌더라. 음식점 북유럽풍 느낌? <LF> 오, 감성 있겠네. 백금 조명은 어때? <LF> 조도 낮아졌는데 백금 따뜻한 느낌이야. <LF> 좌석 배치는 그대로야? 파랑  <LF> 아니, 혼자 앉기 좋은 자리도 생겼어. <LF> 좋다. 이번 주에 가보자. <LF> 디저트도 리뉴얼했대. <LF> 더 번 기대 음식점 된다. 커피 맛은 그대로겠지? <LF> 공간도 더 정감 넓어진 느낌이야. <LF> 사람 많아도 답답하지 않아."
일반 대화,SNS 탈퇴 고민 중이야. <LF> 왜? 무슨 일 있었어? <LF> 시간 너무 뺏겨서. 자꾸 비교하게 돼. <LF> 공감해. 나도 가끔 끊고 싶어져. <LF> 탈퇴하면 불편하진 않을까? <LF> 정보 못 보게 되는 건 불편하긴 하지. <LF> 대신 뉴스레터 같은 걸로 대체해볼까? <LF> 그것도 좋겠다. 앱 사용 줄이는 것도 방법이야. <LF> 일단 알림부터 꺼봐. <LF> 좋은 조언 고마워. 진지하게 생각해볼게. <LF> 다 지우면 후회할까 걱정돼. <LF> 일단 1주일 쉬어보려 해.,SNS 탈퇴 고민 중이야. <LF>  재해 왜? 무슨 일 있었어? <LF> 시간 너무 뺏겨 다발 서. 자꾸 비교하게 돼. 투  <LF> 공감해. 나도 가끔 끊고 싶어져. <LF> 탈퇴하면 불편하진 않을까? 상기  <LF> 정보 작업반 못 보게 되는 건 불편하긴 하지. <LF>  치환 대신 뉴스레터 같은 걸로 대체해볼까? <LF> 그것도 좋겠다. 앱 사용 줄이는 것도 정도 방법이야. <LF> 일단 대포 알림부터 꺼봐 헥타르 . <LF> 좋은 조언 고마워. 진지하게 생각해볼게. <LF> 다 지우면 후회할까 걱정돼. <LF> 일단 1주일 쉬어보려 해.
일반 대화,"사내 동호회 뭐 가입했어? <LF> 난 등산 동호회 들어갔어. <LF> 오, 건강하게 좋네. <LF> 주말마다 근교 산 다니거든. <LF> 신청은 어디서 해? <LF> 사내 포털에 게시판 있어. <LF> 활동비도 지원해줘? <LF> 응. 회비도 일부 회사에서 나와. <LF> 나도 사진 동호회 한번 알아봐야겠다. <LF> 같이 하면 더 재밌을 거야. <LF> 활동 끝나고 뒤풀이도 있대. <LF> 다들 친해지는 분위기 좋더라.","사내 동호회 뭐 가입했어? <LF> 난 등산 동호회 등뒤 들어갔어. <LF> 오, 건강하게 좋네. <LF> 주말마다 근교 산 다니거든 분진 . <LF>  한 신청은 어디서 해? <LF> 사내 포털에 방도 게시판 있어. <LF> 활동비도 지원해줘? <LF> 응. 회비도 일부 회사에서 나와. <LF> 나도 사진 동호회 한번 알아봐야겠다. <LF> 같이 하면 더 재밌을 거야. <LF> 활동 끝나고 영역 뒤 평야 풀이도 있대. <LF> 다들 친해지는 경기 분위기 줄 좋더라."
일반 대화,출장 준비 다 했어? <LF> 거의 다 했어. 충전기만 챙기면 돼. <LF> 노트북이랑 자료는? <LF> 다 담았지. USB도 두 개 챙겼어. <LF> 명함은? <LF> 그건 놓칠 뻔했는데 챙겼어. <LF> 그 도시 날씨는 알아봤어? <LF> 비 온대서 우산도 넣었어. <LF> 만반의 준비네. <LF> 비행기 시간만 안 놓치면 돼. <LF> 알람도 두 개 맞춰놔. <LF> 완벽하네. 잘 다녀와. <LF> 출장 가방은 작게 했어? <LF> 기내용 사이즈로 딱 맞췄어.,동안 출장 은근 준비 다 했어? <LF> 거의 다 했어. 충전기만 챙기면 돼. <LF> 노트북이랑 자료는? <LF> 다 담았지. USB도 두 개 챙겼어. <LF> 명함은? <LF> 그건 놓칠 뻔했는데 예비 챙겼어. <LF> 그 도시 날씨는 알아봤어? <LF> 비 온대서 정 우산도 넣었어. <LF> 만반의 준비네. <LF>  백금 비행기 시간만 안 놓치면 돼 채비 . <LF> 알람도 두 개 맞춰놔. <LF> 완벽하네. 잘 다녀와. <LF> 출장 가방은 작게 했어? <LF> 기내용 번 사이즈로 딱 맞췄어.
일반 대화,어제 편의점에서 신제품 과자 샀어. <LF> 무슨 과자야? <LF> 고추냉이맛 감자칩인데 의외로 맛있어. <LF> 헉 맵지 않아? <LF> 약간 톡 쏘는 정도? 중독성 있어. <LF> 어느 편의점이야? <LF> CU였어. PB상품이라 더 저렴했어. <LF> 한정 판매일까? <LF> 모르겠어. 일단 맛있어서 두 봉지 샀어. <LF> 오늘 퇴근길에 들러봐야겠다. <LF> 먹어보고 후기 공유하자. <LF> 맛있으면 나도 한 박스 쟁여야겠다. <LF> 편의점 신상은 빨리 없어지더라.,어제 편의점에서 신제품 과자 상자 샀어. <LF> 무슨 과자야? <LF> 고추냉이맛 감자칩 최근 인데 의외로 맛있어. <LF>  여지 헉 맵 근래 지 않아? <LF> 약간 톡 쏘는 정도? 중독성 있어. <LF> 어느 편의점이야? <LF> CU였어. PB상품이라 더 저렴했어. <LF> 한정 판매일까? <LF> 모르겠어. 일단 맛있어서 두 봉지 샀어. <LF> 오늘 퇴근길에 들러봐야겠다. 정한 매물  <LF> 먹어보고 후기 말기 공유하자. <LF> 맛있으면 나도 한 박스 쟁여야겠다. <LF> 편의점 신상은 빨리 없어지더라.
일반 대화,"스마트워치 쓰는 거 어때? <LF> 진짜 편해. 알림 바로 볼 수 있어서 좋아. <LF> 배터리는 얼마나 가? <LF> 하루 반 정도는 가는 듯. <LF> 운동 기록도 돼? <LF> 응. 걸음 수, 심박수 다 기록돼. <LF> 수면 분석도 되던데? <LF> 그 기능도 꽤 정확해. <LF> 가격은 좀 부담되지 않아? <LF> 초기엔 그렇지만 활용도 높아. <LF> 고민 중이었는데 땡기네. <LF> 요즘은 ECG 같은 건강 기능도 있어. <LF> 병원 갈 일 줄었어 진짜.","시작 스마트워치 명 쓰는 거 국 어때? <LF> 진짜 편해. 알림 바로 볼 수 있어서 좋아. <LF> 배터리는 얼마나 가? 갤런  <LF> 하루 반 정도는 가는 듯. <LF> 운동 기록도 돼? <LF> 응. 걸음 수, 심박수 다 기록돼. <LF> 수면 분석도 되던데? <LF> 그 기능도 꽤 정확해. <LF> 가격은 좀 부담되지 않아 월 ? <LF> 초기엔 그렇지만 활용도 높아. <LF> 고민 중이었는데 땡기네. <LF> 요즘은 ECG 같은 건강 가업 기능도 있어. <LF> 병원 등기부 갈 숙면 일 애인 줄었어 진짜."
일반 대화,택시 요금 또 올랐대. <LF> 맞아. 기본요금이 5천원 넘더라. <LF> 밤에는 더 비싸지? <LF> 심야 할증도 확대됐대. <LF> 대중교통보다 확실히 부담돼. <LF> 그래서 요즘 카풀 앱도 다시 인기야. <LF> 나도 지하철 더 타게 되더라. <LF> 택시 타면 가끔 눈치도 보이고. <LF> 맞아. 급할 때만 타야겠어. <LF> 정책도 좀 조율됐으면 좋겠어. <LF> 출퇴근 시간엔 정말 부담이야. <LF> 요금 안정화가 필요해 보여.,택시 요금 또 올랐대. <LF> 맞아. 줄 기본요금이 5천원 넘더라. <LF> 밤에는 더 비싸지? <LF> 심야 할증도 확대됐대. <LF> 대중교통보다 확실히 부담돼. <LF> 그래서 요즘 카풀 앱도 다시 인기야. 일자  <LF> 나도 지하철 더 타게 차지 되더라. <LF> 택시 타면 가끔 눈치도 세대 보이고. <LF> 맞아. 급할 때만 타야겠어. <LF> 정책도 좀 조율됐으면 좋겠어. <LF> 출퇴근 시간엔 아래 정말 부담이야. <LF> 요금 안정화가 필요해 보여.
일반 대화,요즘 퇴사 고민 중이야. <LF> 왜? 무슨 일 있었어? <LF> 업무는 괜찮은데 발전이 없는 느낌이야. <LF> 지루함보다 무서운 게 정체지. <LF> 맞아. 이직 시장도 알아보고 있어. <LF> 마음 단단히 먹었네. <LF> 당장은 아니고 준비하면서 천천히. <LF> 충동적이지만 않으면 괜찮아. <LF> 내가 이력서 봐줄까? <LF> 그럼 정말 고맙지. <LF> 한동안 고민만 했는데 이제는 행동할 타이밍인 것 같아. <LF> 현명하게 잘 준비하고 싶어.,요즘 퇴사 고민 중이야. <LF> 왜? 무슨 일 손 있었어? <LF> 업무는 괜찮은데 발전이 없는 느낌이야. <LF> 지루함보다 재물 무서운 게 정체지. <LF> 맞아. 이직 시장도 알아보고 있어. <LF> 마음 점령 단단히 먹었네. <LF> 당장은 아니고 준비하면서 천천히. <LF> 충동적 향상 이지만 않으면 괜찮아. <LF> 내 비례 가 이력서 봐줄까? <LF> 그럼 정말 걱정 고맙지. <LF> 한동안 고민만 했는데 이제는 행동할 타이밍인 것 같아. <LF> 현명하게 잘 준비하고 저 싶어.
